1.737800836563110352e+00,6.372063159942626953e-01,1.541000000000000000e+03
1.186485171318054199e+00,9.330399036407470703e-01,4.993000000000000000e+03
1.027488231658935547e+00,8.468599319458007812e-01,6.478000000000000000e+03
1.127432823181152344e+00,8.849901556968688965e-01,6.372000000000000000e+03
1.513561248779296875e+00,4.168705046176910400e-01,2.683000000000000000e+03
1.051810503005981445e+00,1.333290100097656250e+00,6.567000000000000000e+03
1.096478223800659180e+00,4.392000138759613037e-01,4.825000000000000000e+03
1.174897551536560059e+00,8.474467992782592773e-01,4.037000000000000000e+03
1.230268716812133789e+00,4.699262678623199463e-01,2.344000000000000000e+03
1.081658124923706055e+00,9.283000230789184570e-01,6.096000000000000000e+03
1.075214505195617676e+00,9.289543032646179199e-01,6.603000000000000000e+03
1.177628040313720703e+00,1.445368289947509766e+00,5.103000000000000000e+03
1.071519374847412109e+00,9.798589348793029785e-01,2.350000000000000000e+02
1.227238893508911133e+00,1.184965968132019043e+00,6.812000000000000000e+03
1.810682296752929688e+00,3.999239504337310791e-01,5.475000000000000000e+03
1.258925437927246094e+00,1.107778906822204590e+00,1.545000000000000000e+03
1.047128558158874512e+00,5.985119342803955078e-01,1.543000000000000000e+03
1.238493442535400391e+00,9.018766880035400391e-01,6.751000000000000000e+03
1.047128558158874512e+00,9.506252408027648926e-01,1.303000000000000000e+03
1.348962903022766113e+00,8.346958756446838379e-01,2.067000000000000000e+03
1.122018456459045410e+00,8.876736760139465332e-01,1.667000000000000000e+03
1.096478223800659180e+00,1.457369089126586914e+00,2.790000000000000000e+02
1.075932502746582031e+00,9.779465198516845703e-01,6.208000000000000000e+03
1.288249492645263672e+00,1.130862951278686523e+00,1.817000000000000000e+03
1.055580139160156250e+00,9.116519689559936523e-01,6.323000000000000000e+03
1.041752338409423828e+00,9.292190074920654297e-01,5.152000000000000000e+03
1.230268716812133789e+00,1.046080827713012695e+00,2.385000000000000000e+03
1.023293018341064453e+00,1.253818750381469727e+00,1.247000000000000000e+03
1.096478223800659180e+00,4.857439398765563965e-01,9.250000000000000000e+02
1.185268402099609375e+00,6.997414827346801758e-01,5.895000000000000000e+03
1.047128558158874512e+00,2.922601103782653809e-01,1.862000000000000000e+03
1.230268716812133789e+00,8.316479325294494629e-01,4.653000000000000000e+03
1.071519374847412109e+00,7.133508920669555664e-01,2.611000000000000000e+03
1.047128558158874512e+00,8.454327583312988281e-01,2.025000000000000000e+03
1.122018456459045410e+00,8.870118856430053711e-01,5.760000000000000000e+02
1.033075571060180664e+00,9.054250121116638184e-01,6.402000000000000000e+03
1.949844956398010254e-01,8.931412100791931152e-01,2.366000000000000000e+03
8.770465850830078125e-01,2.230325937271118164e+00,6.544000000000000000e+03
7.003417611122131348e-01,8.604172468185424805e-01,5.553000000000000000e+03
2.818405628204345703e-03,1.747695803642272949e-01,3.365000000000000000e+03
1.448392868041992188e-05,1.441007852554321289e-02,4.028000000000000000e+03
2.694129943847656250e-05,-1.126132607460021973e-01,4.454000000000000000e+03
4.466831684112548828e-03,-1.668835878372192383e-01,3.920000000000000000e+03
8.343060612678527832e-01,8.386413455009460449e-01,6.278000000000000000e+03
6.955001354217529297e-01,5.920011997222900391e-01,5.322000000000000000e+03
7.909768819808959961e-01,1.013500809669494629e+00,5.025000000000000000e+03
9.312804937362670898e-01,1.071109533309936523e+00,5.746000000000000000e+03
1.737803220748901367e-02,-2.531493306159973145e-01,1.410000000000000000e+03
7.496673464775085449e-01,1.572178840637207031e+00,6.005000000000000000e+03
1.448392868041992188e-05,2.713752985000610352e-01,3.030000000000000000e+02
1.862049102783203125e-04,-7.977581024169921875e-02,3.788000000000000000e+03
8.495530486106872559e-01,9.208615422248840332e-01,6.227000000000000000e+03
9.261706471443176270e-01,1.289793014526367188e+00,5.478000000000000000e+03
9.120108485221862793e-01,1.078947067260742188e+00,3.300000000000000000e+03
4.168694019317626953e-01,3.102938234806060791e-01,4.568000000000000000e+03
9.549927711486816406e-02,-6.292909383773803711e-02,2.190000000000000000e+03
5.754399299621582031e-01,2.031233310699462891e-01,4.354000000000000000e+03
2.294778823852539062e-05,-3.122860193252563477e-02,4.403000000000000000e+03
2.691534757614135742e-01,3.984355032444000244e-01,4.434000000000000000e+03
8.199670910835266113e-01,8.937963247299194336e-01,6.330000000000000000e+03
1.740455627441406250e-05,5.910251140594482422e-01,3.259000000000000000e+03
1.905460953712463379e-01,4.182151257991790771e-01,3.459000000000000000e+03
1.740455627441406250e-05,1.595697402954101562e-01,3.872000000000000000e+03
4.466836154460906982e-01,-3.841674327850341797e-02,1.132000000000000000e+03
1.905460953712463379e-01,5.311131477355957031e-01,3.949000000000000000e+03
8.128309249877929688e-02,-2.041935324668884277e-01,2.166000000000000000e+03
2.187761664390563965e-01,3.431181311607360840e-01,7.100000000000000000e+02
7.585763931274414062e-03,-6.264001727104187012e-01,3.902000000000000000e+03
6.309573650360107422e-01,1.321912407875061035e+00,4.595000000000000000e+03
2.290867567062377930e-01,2.579129338264465332e-01,3.334000000000000000e+03
8.144335746765136719e-01,9.094302654266357422e-01,6.801000000000000000e+03
7.169092893600463867e-01,7.360076904296875000e-01,6.160000000000000000e+03
2.290867567062377930e-01,1.071385264396667480e+00,1.986000000000000000e+03
1.448392868041992188e-05,7.646605372428894043e-01,3.064000000000000000e+03
6.918311119079589844e-02,4.751138389110565186e-01,4.280000000000000000e+02
3.019951879978179932e-01,4.063770174980163574e-01,3.037000000000000000e+03
5.623400211334228516e-03,3.406717181205749512e-01,4.263000000000000000e+03
5.623413324356079102e-01,6.602262854576110840e-01,3.726000000000000000e+03
7.184300422668457031e-01,7.761790156364440918e-01,6.124000000000000000e+03
8.709669113159179688e-03,-1.023573875427246094e-01,3.917000000000000000e+03
2.137964963912963867e-02,3.141826689243316650e-01,4.571000000000000000e+03
8.317637443542480469e-02,1.002760291099548340e+00,2.080000000000000000e+02
7.979467511177062988e-01,1.115039944648742676e+00,6.495000000000000000e+03
9.968158602714538574e-01,8.579603433609008789e-01,5.438000000000000000e+03
3.165006637573242188e-05,4.394221305847167969e-02,4.086000000000000000e+03
1.905460953712463379e-01,9.469872713088989258e-01,5.340000000000000000e+02
1.448392868041992188e-05,2.080747485160827637e-01,1.782000000000000000e+03
1.757925748825073242e-02,3.619034886360168457e-01,3.482000000000000000e+03
2.630268335342407227e-01,2.393481135368347168e-01,1.574000000000000000e+03
7.755515575408935547e-01,9.438972473144531250e-01,5.544000000000000000e+03
7.413089275360107422e-03,6.374859809875488281e-01,3.112000000000000000e+03
1.740455627441406250e-05,2.922094464302062988e-01,2.716000000000000000e+03
9.772372245788574219e-02,3.197582960128784180e-01,2.330000000000000000e+03
8.709639310836791992e-02,6.748318672180175781e-03,4.560000000000000000e+03
4.265795350074768066e-01,-8.540695905685424805e-02,1.145000000000000000e+03
2.511888742446899414e-02,4.028101563453674316e-01,2.291000000000000000e+03
8.128305077552795410e-01,4.832907319068908691e-01,3.149000000000000000e+03
2.041739225387573242e-02,2.189329862594604492e-01,9.600000000000000000e+01
1.740455627441406250e-05,-5.387634038925170898e-02,3.633000000000000000e+03
7.413102388381958008e-01,3.950939178466796875e-01,3.313000000000000000e+03
7.883713841438293457e-01,5.481333136558532715e-01,5.587000000000000000e+03
1.448392868041992188e-05,4.034285843372344971e-01,2.302000000000000000e+03
8.307768702507019043e-01,8.293436765670776367e-01,5.747000000000000000e+03
5.370318889617919922e-02,4.119749665260314941e-01,1.611000000000000000e+03
7.762471437454223633e-01,8.957890272140502930e-01,4.880000000000000000e+03
9.893429279327392578e-01,1.051064729690551758e+00,5.934000000000000000e+03
9.103374481201171875e-01,9.242039322853088379e-01,6.062000000000000000e+03
9.746204614639282227e-01,9.590196013450622559e-01,6.061000000000000000e+03
5.128616094589233398e-02,5.054582357406616211e-01,4.022000000000000000e+03
1.448392868041992188e-05,-3.084599971771240234e-03,1.844000000000000000e+03
4.365158379077911377e-01,2.878112196922302246e-01,4.563000000000000000e+03
9.826640486717224121e-01,8.019250035285949707e-01,6.337000000000000000e+03
1.448392868041992188e-05,3.668817579746246338e-01,3.830000000000000000e+02
1.148153543472290039e-01,3.404061496257781982e-01,1.055000000000000000e+03
7.244359850883483887e-01,9.238585829734802246e-01,1.187000000000000000e+03
9.223054051399230957e-01,1.001440167427062988e+00,5.947000000000000000e+03
9.999990463256835938e-03,1.261438727378845215e-01,3.962000000000000000e+03
9.839497208595275879e-01,8.893896937370300293e-01,5.119000000000000000e+03
7.969905138015747070e-01,1.034017086029052734e+00,6.448000000000000000e+03
9.549925923347473145e-01,8.939241766929626465e-01,4.874000000000000000e+03
2.238721251487731934e-01,3.498716056346893311e-01,2.364000000000000000e+03
1.905460953712463379e-01,7.892164587974548340e-01,2.481000000000000000e+03
7.414817810058593750e-05,3.507921099662780762e-01,4.840000000000000000e+03
1.740455627441406250e-05,4.234514832496643066e-01,3.371000000000000000e+03
2.950429916381835938e-05,3.611670732498168945e-01,2.973000000000000000e+03
2.187761664390563965e-01,3.788846433162689209e-01,2.607000000000000000e+03
1.740455627441406250e-05,2.184182405471801758e-02,1.056000000000000000e+03
8.827385306358337402e-01,8.027382493019104004e-01,6.535000000000000000e+03
1.000000000000000000e+00,9.698075056076049805e-01,6.647000000000000000e+03
1.000000000000000000e+00,9.698075056076049805e-01,3.180000000000000000e+03
1.000000000000000000e+00,9.390031695365905762e-01,1.750000000000000000e+02
1.000000000000000000e+00,9.698075056076049805e-01,6.573000000000000000e+03
1.000000000000000000e+00,9.698075056076049805e-01,4.408000000000000000e+03
1.000000000000000000e+00,9.698075056076049805e-01,4.885000000000000000e+03
1.000000000000000000e+00,9.958268404006958008e-01,4.203000000000000000e+03
1.000000000000000000e+00,9.698075056076049805e-01,3.618000000000000000e+03
1.000000000000000000e+00,9.698075056076049805e-01,5.658000000000000000e+03
